,screen_name,text,followers_count,favorite_count,retweet_count,created_at,location
5095,dedstopaz,"RT @hermana_t: Dari 28 proyek yg ditawarkan pd China, lebih 50% berada di Kalimantan. 13 proyek diantaranya ada di Kaltara.

Kebetulan ini…",2667,0,180,2019-08-18 06:59:39,"Ankara, Türkiye"
5096,Muhamma05048888,"RT @detikfinance: ""Pemindahan ibukota membutuhkan biaya yg besar dan Rp 466T masih berupa modal awal yang masih harus dikomplemen (dilengka…",10,0,7,2019-08-18 06:59:18,
5097,MoeisFirman,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,700,0,2439,2019-08-18 06:59:13,
5098,w_runturambi,"@PoppyBarawas @ZAEffendy @Quvvatt @erna_st Kita harus dukung pemindahan ibukota yg akan menelan banyak dana, at the… https://t.co/nUbsSJaEQq",27903,6,1,2019-08-18 06:59:07,in your heart 😎
5099,WakSobirin,"@UyokBack Stop UAS, kembali sorot pemindahan ibukota yg melibatkan utang ratusan trilyun",96,23,6,2019-08-18 06:58:46,Mars Orbit
5100,guidedbyguff,"@korantempo mencurigakan sih sebenernya mindahin ibukota..uangnya darimana jg, swasta? Ngutang? 
Mending fokus buat bayar hutang",13,0,0,2019-08-18 06:57:56,old trafford. manchester
5101,gnawn,"RT @BertemanM: Bila di Kalteng bisa sering terganggu asap kebakaran hutan, di Kaltim bisa kena “polusi” batubara. Jadinya ibu kota pindah k…",3968,0,83,2019-08-18 06:57:09,
5102,Fnm20001,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,282,0,2439,2019-08-18 06:55:51,
5103,iamsule,"@tempometro @tempodotco Mudah2 an dengan pindahnya ibukota bisa mengurangi kemacetan &amp; polusi, setidaknya klo mau k… https://t.co/inhGzAg8OQ",45,0,0,2019-08-18 06:55:23,"Kota Surabaya, Jawa Timur"
5104,PoppyBarawas,"@ZAEffendy @Quvvatt @w_runturambi @erna_st Msh mau pindah ibukota?? 

*OtakManaOtak",1404,2,0,2019-08-18 06:54:11,
5105,Rizkian84371492,"RT @03_Nakula: Kadernya menolak dan meremehkan pemindahan ibukota negara oleh Jokowi.
Eeee.......hhhhh,,ketua partai nya mendukung pemindah…",85,0,6,2019-08-18 06:53:05,
5106,66fathur,RT @elisa_jkt: Pak Basuki ini perlu melihat nasib Amazon dan laju deforestasinya pasca pindah ibukota Brasilia yang diikuti dengan pembangu…,337,0,35,2019-08-18 06:53:03,"Jakarta, Indonesia "
5107,ekookelee,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",159,0,173,2019-08-18 06:52:02,"Jakarta Barat, DKI Jakarta"
5108,salehhaji5,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,154,0,2439,2019-08-18 06:51:45,"Tanjung Pinang Timur, Indonesia"
5109,Reny_sii,Jogja ibukota mars kedua setelah semarang https://t.co/RQ8sCAJmn6,102,1,0,2019-08-18 06:51:27,Indonesia
5110,kajehameha,"'Ini hutan di kalimantan sengaja dibakar biar ketika ibukota pindah, trs melaksanakan pembangunan gak pake banyak b… https://t.co/8iG4vBfPut",1084,1,0,2019-08-18 06:50:55,
5111,Nevermindmedude,"RT @JNegriku: @Fahrihamzah Indonesia Kehilangan Jejak Apabila Pindah Ibukota.

@RizmaWidiono https://t.co/PKEdnMeqRd",2,0,3,2019-08-18 06:50:26,
5112,dyangwidjaya02,"RT @pengarang_puisi: Banyak pelarian radikal dr Saudi masuk ke Asia Tenggara..

Jokowi sudah tau Pulau Jawa dijadikan markas besar, mereka…",1256,0,131,2019-08-18 06:48:24,
5113,Adiliatr,"RT @SusiloHut: @emilsalim2010 Memang benar, apa urgensi pindah ibukota negara. Lebih urgen mana rehabilitasi pasca gempa (misal di NTB dan…",1538,0,11,2019-08-18 06:47:37,"Tasikmalaya, Jawa Barat"
5114,ElsaMartina2,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,1271,0,2439,2019-08-18 06:47:35,"Jakarta Pusat, DKI Jakarta"
5115,Adiliatr,"RT @mzein_limasha: @emilsalim2010 @DonAdam08 Mungkin saja, Jokowi hanya menginginkan nama besarnya tercatat didalam sejarah, bahwa ia perna…",1538,0,30,2019-08-18 06:46:21,"Tasikmalaya, Jawa Barat"
5116,Adiliatr,RT @mhd_azwan: @emilsalim2010 @mas__piyuuu Sampai detik ini blom ada satupun alasan yg jelas utk apa ibukota dipindahkan dgn anggaran Rp.44…,1538,0,61,2019-08-18 06:46:12,"Tasikmalaya, Jawa Barat"
5117,Adiliatr,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,1538,0,2439,2019-08-18 06:46:05,"Tasikmalaya, Jawa Barat"
5118,Nevermindmedude,"RT @RelawanProSandi: Muda
Cerdas
Bernas

Dan paham bahwa KALIMANTAN adalah salah satu paru2 dunia yg akan penuh manusia jika ibukota pindah…",2,0,170,2019-08-18 06:45:48,
5119,Nevermindmedude,"RT @intanRatuaja12: Millenial Kalimantan ga setuju ibukota negara pindah ke daerahnya,,,karena Kalimantan adalah paru2 dunia.

Yg muda aj u…",2,0,78,2019-08-18 06:45:06,
5120,srisumaryani,"@karhateu Pengembangan, apalagi ini ibukota, tentu ada Amdalnya. Apakah Mbak tahu Amdal? Beberapa tahun ke depan, p… https://t.co/n7MIkznPpj",403,0,0,2019-08-18 06:44:57,"Yunnan, China"
5121,AdhityaFachri,@sarifuddinjamal Kirain netizen ibukota doang yg suka drama di sosmed.,776,0,0,2019-08-18 06:44:52,+6221
5122,labibmajdi,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,114,0,2439,2019-08-18 06:43:26,Ciamis - Jogja - Ciputat
5123,mannchee,"RT @hermana_t: Dari 28 proyek yg ditawarkan pd China, lebih 50% berada di Kalimantan. 13 proyek diantaranya ada di Kaltara.

Kebetulan ini…",375,0,180,2019-08-18 06:43:18,Depok City
5124,Falamalina,Apakah lagu Genderang UI akan ganti lirik setelah Ibukota pindah? Atau malah UI yang ikutan pindah ke Ibukota? 💁🏼‍♀️🙆🏼‍♀️,745,0,0,2019-08-18 06:41:21,
5125,Aoomhn,"RT @belummapan_: Kalimantan itu jantung nya INDONESIA. Kalo ibukota di pindah ke Kalimantan. Otomatis, bumi kalimantan ditusuk tusuk dengan…",290,0,3,2019-08-18 06:40:31,"Починковский район, Смоленская"
5126,putra_bayu7,"@kapoel342 @ustadtengkuzul Sulit lo ya pindah ibukota..
Makanya biar pak jokowi dan jajaran nya yg ngurusin. Lu ga… https://t.co/RSuktfHEo2",92,0,0,2019-08-18 06:40:16,
5127,Bi_ma_bima,"RT @elisa_jkt: Menanggapi pidato Pak @jokowi 16/08/2019 tentang Pemindahan Ibukota, maka pada hari Kemerdekaan ini saya membantah klaim2 me…",641,0,82,2019-08-18 06:39:50,Indonesia
5128,dimaskatob,"RT @elisa_jkt: Saya akan membantah berbaga klaim yg digunakan @BappenasRI atas Brasilia sbg cth pemindahan ibukota. 

Bahan bantahan saya,…",494,0,147,2019-08-18 06:39:30,Ciputat Riot City
5129,robby_cptdigi,@MFrentica Bentar lagi mau jadi ibukota 😉😂👍👌,1290,1,0,2019-08-18 06:39:16,Bandung euy
5130,Nevermindmedude,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,2,0,2439,2019-08-18 06:39:12,
5131,clarasiagian,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,609,0,2439,2019-08-18 06:39:04,getting there being here
5132,nonikristiawati,@tempometro @korantempo Yg pindah ibukota maliiiiiih. Bukan klean warga jakarta,265,2,0,2019-08-18 06:38:30,Bandung
5133,TanjungSyahril,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,1376,0,2439,2019-08-18 06:37:33,jakarta pusat
5134,FaisalZaini0411,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,2521,0,2439,2019-08-18 06:36:45,
5135,ermayunita1,Kok sedih ya ibukota mau dipindah😢 https://t.co/uc4ExAl01R,95,0,0,2019-08-18 06:36:22,
5136,FaGtng,"RT @03_Nakula: Kadernya menolak dan meremehkan pemindahan ibukota negara oleh Jokowi.
Eeee.......hhhhh,,ketua partai nya mendukung pemindah…",10237,0,6,2019-08-18 06:35:32,Indonesia
5137,rakyatkudotcom,"Pihak berwenang Afghanistan telah mengonfirmasi bahwa ledakan bom di ibukota Kabul menewaskan 63 orang, dan melukai… https://t.co/RnjTgoW1iK",2651,0,0,2019-08-18 06:35:01,"Makassar, Sulawesi Selatan"
5138,riezal467,@_rthrbe Ibukota banten,0,0,0,2019-08-18 06:34:51,
5139,sugito43334255,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",510,0,173,2019-08-18 06:34:30,
5140,sababaelhaqq,"@AriskaFN_ Gakuat jd calon anak ibukota, ntar jd haipbis",464,0,0,2019-08-18 06:34:27,"Kota Semarang, Jawa Tengah"
5141,wnfazrini,"I'm at Dewan Pusat Komuniti Taman Ibukota in Setapak, Kuala Lumpur https://t.co/g7Fd8zd02D",426,0,0,2019-08-18 06:34:16,"Ampang,Kuala Lumpur"
5142,BackSayur,"RT @elisa_jkt: Menanggapi pidato Pak @jokowi 16/08/2019 tentang Pemindahan Ibukota, maka pada hari Kemerdekaan ini saya membantah klaim2 me…",596,0,82,2019-08-18 06:34:16,
5143,noemanhayon,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,466,0,2439,2019-08-18 06:33:56,
5144,junhoetinlov,"—pasukan Inggris mengundurkan diri ke Semarang.

Pada saat pasukan Belanda kembali melakukan agresinya atau yang le… https://t.co/LTX2BUc5KI",648,0,0,2019-08-18 06:33:17,iGoblok . parefams . pinkon 
5145,windyaas,"@nandaadj Tetep semangat ya,ku tau bagaimana  panasanya ibukota dari siang samapai malam",175,0,0,2019-08-18 06:32:41,"Gunung Kidul, Yogyakarta"
5146,rizkiafdhal10,"Warga ibukota mengeluh dengan buruknya polusi udara saat ini, sambil membawa kendaraan penyebab polusi udara 🚗🚗",45,2,0,2019-08-18 06:31:44,negara +62 negara santuy
5147,Noerma24877278,RT @adhiMID: @KingPurw4 1 per 1 diangkat oleh para buzzer bayaran adlh spy fokus umat trpecah. Ghirah ukhuwah ummat adlh ancaman bg langgen…,109,0,2,2019-08-18 06:31:35,"Kota Medan, Sumatera Utara"
5148,rheivan_rizki,Oh jadi gini suasana ibukota,365,0,0,2019-08-18 06:31:35,
5149,ordinary68,@surolado_yth @citradelaH @emilsalim2010 @PemdaDKIJakarta udah dari dulu kali. cuma pas ada software aja jadi pada… https://t.co/Bp3ztDzQbB,118,0,0,2019-08-18 06:30:30,Jakarta
5150,hendra_kaf,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,2370,0,2439,2019-08-18 06:30:07,"DKI Jakarta, Indonesia"
5151,Rullygu72513079,"@Datok_Tamburin pantas saja.
negara jd kacau gk tentram.
pemimpin negaranya juga sprti itu.mau urus perbedaan zusa… https://t.co/7bWNmV87SO",70,3,0,2019-08-18 06:29:51,
5152,RachmatBawono,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",324,0,173,2019-08-18 06:29:21,Jakarta 
5153,insinyurmu,"...jakarta gua tinggal bentar messed up begini ya, polusi juara, ganjil genap diperluas, TIM XXI-nya mati yatuhan c… https://t.co/uRXslr1TrA",74,1,0,2019-08-18 06:27:29,"Bandung, Jawa Barat"
5154,wahidulqohhar,"@R_MuslihYusron Ayooo kaum akademisi dan yang ahli serta berilmu jangan diam saja dong

Sampaikan kebenaran itu mes… https://t.co/eI1BHhIhxY",1806,0,0,2019-08-18 06:26:15,jakarta Indonesia
5155,tiaraboni,"RT @ngabdul: Kota Baru Kalsel lebih pas. Tepat di pertemuan selat Makasar, Laut Jawa dan Laut Flores. Hampir di pusat geografis NKRI

Katan…",329,0,19,2019-08-18 06:26:00,"Ngadiluwih, Kediri INDONESIA"
5156,Baharum48483600,"@detikcom Lagi-lagi orang begini tolak pindah ibukota,wakil ketua DPR macam ini jalan ditempat.Akalnya pendek!",0,0,0,2019-08-18 06:25:56,
5157,CSyahyanti,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,83,0,2439,2019-08-18 06:25:52,Padang
5158,AlifYW2,"RT @ArdianZA_099: @AlifYW2 Masa iya bangun ibukota di pake rumus kayak bikin rumah.
Itu kan goblok namanya.",287,0,1,2019-08-18 06:25:40,
5159,Sugianto_wa,"@emilsalim2010 Jakarta sudah terlalu sumpek untuk jadi ibukota negara.

Memindahkan Orang/Penduduk jelas tidak mung… https://t.co/FtDOqMTULq",184,0,0,2019-08-18 06:25:09,Indonesia
5160,IndoVoice45,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,124,0,2439,2019-08-18 06:24:43,
5161,Nostalgi87,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,29,0,2439,2019-08-18 06:23:00,Depok
5162,vhieanhey,"Iya gpp ibukota pindah ke Kaltim, aku di jakarta aja. Uda hampir mampus tinggal di Kaltim soalnya. Kesehatan jadi p… https://t.co/7RJ4LFRLhV",613,0,0,2019-08-18 06:22:17,CGK-BDO-KNO-MLG-MDC-BPN-SRI
5163,Baharum48483600,"@detikcom @detikfinance Bukan Ahlinya,jadi malas memahaminya.Penulis Novel bahas ibukota baru!",0,0,0,2019-08-18 06:22:00,
5164,Man_Bungo,"RT @GagakSeto_02: Jika Jokowi memaksakan pindah ibukota  negara sementara anggaran negara tdk ada , hanya mengandalkan cukong, lu keterlalu…",257,0,10,2019-08-18 06:20:40,
5165,GEO_PASBAN,"Ibukota Malta adalah Valletta, yang juga merupakan ibukota terkecil di Uni Eropa seluas 0,8 km2.",21,0,0,2019-08-18 06:20:38,"Bandung, Indonesia"
5166,Baharum48483600,"@detikcom Klw ga percaya survey,milih ibukota asalan dekat dapil ya,""JONGGOL"".",0,0,0,2019-08-18 06:19:32,
5167,JannahtiBela,"RT @cold_sherry: Ngomong ndakik-ndakik kayak orang bener ala privileged ibukota' kids.
""LowONgan qeRja tuch BanYak, KaliaN ajA yaNG mALas""…",796,0,19,2019-08-18 06:18:51,
5168,f_achmi,"RT @pakaipeci: Bisa jadi nanti di PALANGKARAYA atau BANJARMASIN dipasang baliho ""IBU KOTA"". Trs mukidi bilang pemindahan ibukota sudah terl…",423,0,66,2019-08-18 06:17:33,"Cengkareng, Indonesia"
5169,beylaspriana1,"Kalo iya ibukota Indonesia jadi ke Kalimantan. Maka ia akan bersaing dg kota2 besar spt Jakarta, Bandung, Surabaya,… https://t.co/r2zaowtCOh",5064,1,0,2019-08-18 06:17:07,
5170,ArdianZA_099,"@AlifYW2 Masa iya bangun ibukota di pake rumus kayak bikin rumah.
Itu kan goblok namanya.",828,2,1,2019-08-18 06:17:07,"Kota Bandung, Jawa Barat"
5171,aliflapasere,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",257,0,173,2019-08-18 06:16:47,
5172,akunbacoty,@x1members Asek bener dah anak hits ibukota,0,0,0,2019-08-18 06:16:35,
5173,yustianoparis,@HeruSeptiawan Padahal waketum @fadlizon bersabda pemindahan ibukota itu kebijakan yg kurang matang loh 😂,170,0,0,2019-08-18 06:16:01,Between Bandung and Pontianak
5174,GoesPoer313,"RT @hermana_t: Dari 28 proyek yg ditawarkan pd China, lebih 50% berada di Kalimantan. 13 proyek diantaranya ada di Kaltara.

Kebetulan ini…",1353,0,180,2019-08-18 06:15:26,
5175,ilyas_arin,"@emilsalim2010 @msaid_didu Kalau pemindaham ibukota mah, saya dukung Jkw...!!!",140,0,0,2019-08-18 06:15:17,"Pekan Baru, Riau"
5176,rhamseycha,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,90,0,2439,2019-08-18 06:14:45,"Padang,Jakarta,Bandung"
5177,MPisand,@jokowi assalamualaikum pk jokowi..saya rakyat biasa.. saya hanya mau tanya..klo demi pemindahan ibukota trus jual… https://t.co/Zia05ohbf2,2,0,0,2019-08-18 06:13:57,"DKI Jakarta, Indonesia"
5178,soendoet1980,"RT @elisa_jkt: Menanggapi pidato Pak @jokowi 16/08/2019 tentang Pemindahan Ibukota, maka pada hari Kemerdekaan ini saya membantah klaim2 me…",310,0,82,2019-08-18 06:13:05,
5179,GagakSeto_02,"Jika Jokowi memaksakan pindah ibukota  negara sementara anggaran negara tdk ada , hanya mengandalkan cukong, lu ket… https://t.co/hRKkiRKH3W",756,19,10,2019-08-18 06:13:04,Indonesia
5180,dudi_abubakar,"@emilsalim2010 Tapi keberadaan ibukota ini sudah membuat masalah bagi jabar(sunda),urbanisasi yg tinggi, alih fungs… https://t.co/Nk9tY0FksZ",68,0,0,2019-08-18 06:12:32,Bandung
5181,Wongkuno21,"@ik4mawar3 @Graharekayasa Kok kayaknya sprt jaman penjajahan dulu, pusat pemerintahan pindah di yogyakarta , apa ra… https://t.co/kqMPsfx8lA",874,2,0,2019-08-18 06:11:59,
5182,tribunkaltim,Bappenas Berandai Ibu Kota Indonesia di Kaltim dan Kemudian Bantah Bukan Bukit Soeharto https://t.co/g0ZDV6JyW7 via… https://t.co/npcIfPLcNX,27825,0,0,2019-08-18 06:11:12,Balikpapan. Indonesia
5183,despriK,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,247,0,2439,2019-08-18 06:10:58,(masih tersesat tuk menujumu)
5184,DianAng07390773,"Semoga ibukota baru menjadi lebih baik lagi dan lebih maju.
https://t.co/l1dRu5t3bj
#bappenas 
#ibukotabaru",5,0,0,2019-08-18 06:10:32,
5185,Saihpru2003,"RT @hermana_t: Dari 28 proyek yg ditawarkan pd China, lebih 50% berada di Kalimantan. 13 proyek diantaranya ada di Kaltara.

Kebetulan ini…",3408,0,180,2019-08-18 06:10:21,
5186,InaMajoe,"RT @hermana_t: Dari 28 proyek yg ditawarkan pd China, lebih 50% berada di Kalimantan. 13 proyek diantaranya ada di Kaltara.

Kebetulan ini…",140,0,180,2019-08-18 06:09:45,
5187,SantaPradana,"RT @elisa_jkt: Data income per capita menunjukkan tak ada perubahan berarti pada sisi Barat-Utara Brasilia pasca pemindahan ibukota.
Silaka…",454,0,18,2019-08-18 06:09:23,
5188,mmymurni,@Parapat_Nixon @jokowi saatnya diganti dg yg mampu tangani segala permasalahan ibukota,706,0,0,2019-08-18 06:09:21,
5189,anislstry,RT @mhd_azwan: @emilsalim2010 @mas__piyuuu Sampai detik ini blom ada satupun alasan yg jelas utk apa ibukota dipindahkan dgn anggaran Rp.44…,1157,0,61,2019-08-18 06:08:46,Banjarmasin-Bogor 
5190,SantaPradana,"RT @elisa_jkt: Saya akan membantah berbaga klaim yg digunakan @BappenasRI atas Brasilia sbg cth pemindahan ibukota. 

Bahan bantahan saya,…",454,0,147,2019-08-18 06:08:45,
5191,atseiram,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,192,0,2439,2019-08-18 06:07:09,
5192,Tarigan_RM,Ibukota Negara berbasis smart city @univ_indonesia https://t.co/6tgHjM9B7M,167,3,1,2019-08-18 06:04:38,Jakarta Capital Region
5193,Widodo13252984,"RT @pakaipeci: Bisa jadi nanti di PALANGKARAYA atau BANJARMASIN dipasang baliho ""IBU KOTA"". Trs mukidi bilang pemindahan ibukota sudah terl…",25,0,66,2019-08-18 06:04:18,"Depok, Indonesia"
5194,usmanysn,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,755,0,2439,2019-08-18 06:03:42,Bengkulu
5195,SyarifH71271027,"@simonshutabarat Kata Rocky Gerung di ILC kmaren, kalo gagal ngurus Negara bukan ibukota yg hrs dipindahin, tapi or… https://t.co/8FFSP4F0Fy",63,0,0,2019-08-18 06:03:01,
5196,MRidwanNst11,"RT @elisa_jkt: Menanggapi pidato Pak @jokowi 16/08/2019 tentang Pemindahan Ibukota, maka pada hari Kemerdekaan ini saya membantah klaim2 me…",4,0,82,2019-08-18 06:01:07,
5197,xaras024,mari kita taklukkan ibukota ini https://t.co/ZgkPjubn9L,29,0,0,2019-08-18 06:01:06,+62
5198,AdelinasiregarS,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,7,0,2439,2019-08-18 06:00:07,
5199,cindyaklarisa,"Dulu waktu bangun jalur TransJak/ MRT banyak orang marah2 krn buat macet, eh sekarang berguna sekali.
Skrg mau pind… https://t.co/vprROeWSNR",411,0,0,2019-08-18 06:00:00,"ÜT: -6.224453,106.827088"
5200,RakaPura,Omong kosong soal pindah ibukota kembali ramei dibincangkan warga netizen. @kompascom @CNNIndonesia,43,0,0,2019-08-18 05:58:33,"Cengkareng, Indonesia"
5201,widadhiyaz,"@detikcom ayeayee pindah ke ibukota kitaaa🦑
cc: @gulopalu",7,0,0,2019-08-18 05:56:09,
5202,irwananca,@CNNIndonesia @msaid_didu Yg pindah pusat pemerintahan ibukota RI di jakarta,159,2,0,2019-08-18 05:54:55,
5203,veebytha,@tempometro @tempodotco ASN terkait yg akan pindah ke ibukota negara yang baru... yg nyuruh warga jakarta ini pindah siapa ya?,1017,1,0,2019-08-18 05:53:44,Indonesia
5204,fiqruddinsatyo,RT @mhd_azwan: @emilsalim2010 @mas__piyuuu Sampai detik ini blom ada satupun alasan yg jelas utk apa ibukota dipindahkan dgn anggaran Rp.44…,249,0,61,2019-08-18 05:53:31,"Depok, Indonesia"
5205,inra_89,"Assalamualaikum semua

Ada yang rindu abam x 🙈🙈🙈

Sje nak lalu news feed korg ☺️☺️ @ Pusat Komuniti Taman Ibukota https://t.co/emOEUaUE2D",97,0,0,2019-08-18 05:53:16,Kuala Lumpur
5206,Faat_Ip,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,1688,0,2439,2019-08-18 05:53:02,Shirāthal Mustaqim
5207,R_hendrii,"RT @Damorabcd: Why??🙄🙄 Yakin untuk pemerataan ekonomi, atau agar perusahaan tambang"" batu bara lebih mudah untuk di ACC dengan alasan keper…",1149,0,1,2019-08-18 05:52:38,Djuanda Depok 
5208,_move_move_,"RT @emilsalim2010: @BangsaPlokotho Kalau urusan keuangan dan pemerintahan semua bisa on-line, mengapa ibukota negara perlu pindah sehingga…",44,0,16,2019-08-18 05:52:00,
5209,naufal__thomy,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,352,0,2439,2019-08-18 05:51:41,The East
5210,mr_wndy,"RT @profrotigulung: Istilah baru,😎

Jika Ibukota pindah ke kaltim maka istilah JABODETABEK (Jakarta Bogor Depok Tangerang Bekasi) akan menj…",432,0,22,2019-08-18 05:51:23,
5211,novrilpohan,@JHONASMORO Kalimantan timur aja. Biar dekat dengan ibukota kwkwkw,480,1,0,2019-08-18 05:51:04,yogyakarta
5212,payid23,"Kendurian Mr Han (@ Dewan Pusat Komuniti Taman Ibukota in Setapak, Kuala Lumpur w/ @21m13) https://t.co/lRAofGkGAe",127,0,0,2019-08-18 05:51:02,Selangor
5213,yusufhasmi74,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",196,0,173,2019-08-18 05:50:12,Surabaya
5214,Yzahra93,RT @RadioElshinta: Presiden Joko Widodo telah meminta izin kepada DPR untuk memindahkan ibu kota ke Kalimantan. Lalu seperti apa persiapan…,1418,0,1,2019-08-18 05:49:46,
5215,Bintang68883746,"@emilsalim2010 Mohon maaf om @emilsalim2010! Matahari  di BALAIKOTA DKI jakarta lagi bersinar terang, gubernur Indo… https://t.co/MmtC3buQrO",30,9,0,2019-08-18 05:48:57,Indonesia
5216,MochShobar2,"RT @bali_baim: @prabowo Dirgahayu RI ke-74 !!!
Lapor !
Pasukan telah merebut Ibukota dan telah menguasai setiap jengkal Jayakarta hingga ke…",56,0,4,2019-08-18 05:48:56,
5217,COSACKOSAK,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,947,0,2439,2019-08-18 05:48:56,"Bandung, Indonesia"
5218,Nerakagarislucu,"Jadi kalau Ibukota sudah gak di Jakarta. Berarti namanya tinggal Provinsi Jakarta ye?
Udah bukan Daerah Khusus Ibuk… https://t.co/bduqwopEF5",1679,1,0,2019-08-18 05:48:33,Neraka Lantai Paling Bawah
5219,athmdyu,"Kalo ibukota beneran pindah, nnti anak cucuku bakal bertanya ""Jakarta tuh apa ya?",428,1,1,2019-08-18 05:47:26,"East Borneo, Indonesia"
5220,selvijn_ellias,Prabowo setuju pindah ibukota negara: Itu perjuangan Gerindra sejak lama https://t.co/vvnAicBouV,309,0,0,2019-08-18 05:45:50,Jakarta
5221,HMaulidiya,RT @fidibsp: Selamat datang ke ibukota baru. Teman teman ini yang namanya Kalimantan. Suku aslinya ada Dayak Banjar dan Kutai. Kalau kalian…,321,0,6,2019-08-18 05:45:34,Tenggarong-Malang
5222,boenga_return,"@srisumaryani @karhateu @emilsalim2010 Kalo suda serba dijital, apa perlunya pindah ibukota?",37,0,0,2019-08-18 05:45:22,
5223,AntaraAkuKauDia,"RT @alexander_murfi: Anggaran Pemindahan Ibukota Tak Ada Di RAPBN 2020, Kok Bisa?

Buat jokowi apa yang gak. Presiden paling hebat sedunia…",452,0,173,2019-08-18 05:44:57,Mars F-7 (tanya sm abang ojol)
5224,Sat_Pinayungan,RT @elisa_jkt: @kemenhub151 @KemenPU @BappenasRI Hampir mustahil mencari tanah kosong atau membeli gedung di lokasi-lokasi premium. Adapun…,1596,0,34,2019-08-18 05:44:41,"Jawa Timur, Indonesia"
