,screen_name,text,followers_count,favorite_count,retweet_count,created_at,location
860,mukhrosridho,"Perpindahan ibukota gak cuma bahas masalah polusi dan kepadatan penduduk.

Ini juga bahas tentang pembangunan nasional.",48,0,0,2019-08-18 17:18:25,Indonesia
861,muhammad_hahap,@korrytampubolon Ibukota banten di serang loh,345,1,0,2019-08-18 17:18:20,"medan,indonesia"
862,AspendiTanjung,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,219,0,1546,2019-08-18 17:18:12,"Jambi, Indonesia"
863,nurulshanti,"RT @emilsalim2010: Jika dari 237,6 juta penduduk (sensus 2010) mayoritas penduduk sebanyak 136,4 juta jiwa (57,4%) bermukim di Jawa, keliru…",1898,0,21,2019-08-18 17:18:11,"Germany, Gißen"
864,Lionel94720787,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",1658,0,540,2019-08-18 17:17:45,"Central Java, Indonesia"
865,ndoet_z,"#KalimantanPost Soal Ibukota, Paman Birin ‘Nothing to Lose’ https://t.co/VCqas9sx9M #utama",327,0,0,2019-08-18 17:17:36,South Borneo
866,nurulshanti,"RT @nwidyas: @emilsalim2010 @mpujayaprema Saya setuju dg Pak Prof., banyak yg dipertaruhkan kalo ibukota pindah. Tapi mbok iyao berpendapat…",1898,0,1,2019-08-18 17:17:34,"Germany, Gißen"
867,Mara121701,@tyayzsat78 @DonyTriAnanda Cari tahu informasi lebih banyak mengenai pemindahan ibukota ya.,12,0,0,2019-08-18 17:17:33,Indonesia
868,sekejabmata,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",301,0,166,2019-08-18 17:17:31,Indonesia
869,sangbima,"RT @do_ra_dong: Kami sudahi informasi terkait hasil diskusi lingkaran survey kalibata terkait rencana pemindahan ibukota 

Ada udang dibali…",306,0,193,2019-08-18 17:17:24,Jakarta
870,nurulshanti,"RT @mzein_limasha: @emilsalim2010 @DonAdam08 Mungkin saja, Jokowi hanya menginginkan nama besarnya tercatat didalam sejarah, bahwa ia perna…",1898,0,30,2019-08-18 17:17:03,"Germany, Gißen"
871,SantiErfina,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,314,0,1546,2019-08-18 17:17:03,
872,Wonganyar71,"RT @jeansAprilia97: @RadenSyuhada8 Bearti nanti Jakarta dirubah dong namanya.. DKI(Daerah khusus Ibukota) 
Menjadi DMI (Daerah Mantan Ibuko…",1370,0,7,2019-08-18 17:16:59,"Kediri, Jawa Timur"
873,Chenoelz,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",84,0,166,2019-08-18 17:16:54,"Lampung, Indonesia"
874,nurulshanti,RT @HardyEmcd: @emilsalim2010 @irwanibrahim93 Setuju pak Emil pemindahan ibukota banyak mudarat nya dari pada manfaat nya . Kalau saran sy…,1898,0,1,2019-08-18 17:16:46,"Germany, Gißen"
875,nurulshanti,"RT @mohamad_husnan: @emilsalim2010 Sangat setuju dg pendapat mayoritas,TIDAK ADA URGENSINYA PINDAH IBUKOTA SAAT INI! Apa untungnya toh cuma…",1898,0,2,2019-08-18 17:16:35,"Germany, Gißen"
876,idrisharis29,"cuma mau tanya, kalau ibu kota pindah Warga di ibukota yg awal ikut pindah kagak ya?

#BatalkanPindahIbuKota",6,0,1,2019-08-18 17:16:28,Indonesia
877,PakarLogika,RT @MotivateProvoke: @AnaFaizalArif Jakarta sudah tidak sehat dan tidak layak lagi sebagai ibukota. Tidak bisa merubah Jakarta hanya dengan…,50933,0,4,2019-08-18 17:16:13,Indonesia
878,nickkurniawanr,"RT @elisa_jkt: Menanggapi pidato Pak @jokowi 16/08/2019 tentang Pemindahan Ibukota, maka pada hari Kemerdekaan ini saya membantah klaim2 me…",326,0,82,2019-08-18 17:16:12,Indonesia
879,Jink_koel,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,255,0,1546,2019-08-18 17:16:11,"Indonesia, Surabaya"
880,PakarLogika,"RT @MotivateProvoke: @KingAnwar17 Proyek atau tidak proyek, ibukota tetap harus dipindah. Faktanya Jakarta sudah tidak sehat untuk tetap me…",50933,0,1,2019-08-18 17:16:09,Indonesia
881,sakharizkika,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",367,0,540,2019-08-18 17:16:06,"ÜT: -6.732473,112.878341"
882,Sitiroh42002326,"RT @do_ra_dong: Kami sudahi informasi terkait hasil diskusi lingkaran survey kalibata terkait rencana pemindahan ibukota 

Ada udang dibali…",214,0,193,2019-08-18 17:16:04,"Gresik, Indonesia"
883,TiffaniRossa,@nisahrynt Betuul lg kurang beruntung aja nih... hati2 juga beb sebagai pengendara di kerasnya jalanan ibukota 😭,993,0,0,2019-08-18 17:15:53,
884,difotoin,JADIKAN IBUKOTA! https://t.co/cXIrlM7gfx,349,0,0,2019-08-18 17:15:44,
885,folktwenty,Hayo bandung ibukota periangan https://t.co/YGdPkj1RH9,1921,0,0,2019-08-18 17:15:13,
886,nickkurniawanr,"RT @elisa_jkt: Saya akan membantah berbaga klaim yg digunakan @BappenasRI atas Brasilia sbg cth pemindahan ibukota. 

Bahan bantahan saya,…",326,0,147,2019-08-18 17:14:54,Indonesia
887,IyusSofyan7,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,1576,0,2439,2019-08-18 17:14:40,"DKI Jakarta, Indonesia"
888,bossquetuan,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",317,0,166,2019-08-18 17:14:23,Indonesia
889,scorlust,@tatanggerangan halo bandung ibukota pariangan,872,0,0,2019-08-18 17:14:15,"Bandung, Jawa Barat"
890,Babceel,"unpopular opinion: ibukota dipindah soalnya takut kalo krakatau meletus, sesar lembang geser, dan megathrust aktif… https://t.co/8s3g2eDvZB",119,0,0,2019-08-18 17:14:07,"Bandung, Jawa Barat"
891,akun__receh,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,590,0,1546,2019-08-18 17:14:06,
892,Mara121701,@Alinnia31 @DonyTriAnanda Huft...seginikah pemahaman Anda tentang pemindahan ibukota itu?,12,1,0,2019-08-18 17:13:37,Indonesia
893,B3nn4y,"RT @emilsalim2010: Jika dari 237,6 juta penduduk (sensus 2010) mayoritas penduduk sebanyak 136,4 juta jiwa (57,4%) bermukim di Jawa, keliru…",2265,0,21,2019-08-18 17:13:33,
894,Sitiroh42002326,"RT @do_ra_dong: 8. Berdasarkan info terbatas

Ada aksi reaksi serta ada back up besar beijing dibalik rencana pemindahan ibukota kekalimant…",214,0,179,2019-08-18 17:13:11,"Gresik, Indonesia"
895,B3nn4y,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,2265,0,2439,2019-08-18 17:13:10,
896,MotivateProvoke,@AnaFaizalArif Jakarta sudah tidak sehat dan tidak layak lagi sebagai ibukota. Tidak bisa merubah Jakarta hanya den… https://t.co/DvtA3wodjc,1885,10,4,2019-08-18 17:13:08,Indonesia
897,B3nn4y,"RT @emilsalim2010: Apakah benar logika bahwa “ibukota negara harus di-tengah2 negara”? Washington, Moskow, London, Den Haag, Berlin, Ottawa…",2265,0,291,2019-08-18 17:12:54,
898,kopijon12,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",179,0,166,2019-08-18 17:12:52,
899,ibnu_hr2010,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,672,0,1546,2019-08-18 17:12:20,bekasi
900,salima252,RT @elisa_jkt: Saran: sebaiknya @BappenasRI @KemenPU hingga Presiden @jokowi tidak belajar dan tidak berkaca dari yang pindahkan ibukota (d…,2571,0,46,2019-08-18 17:12:08,Jakarta. Indonesia
901,EkoSunarko6,"Daerah Khusus Ibukota Jakarta disingkat DKI Jakarta
Kalo Ibukota pindah tinggal Daerah Khusus Jakarta?
Selamat ting… https://t.co/iEQp4NLXQA",256,0,0,2019-08-18 17:11:59,
902,black_enam,@exelflores21 Wan abud mulai lg ngarang² alkisah jaman dahulu kala dinegeri antah berantah.. Terdptlah negeri ibuko… https://t.co/8mBcEAnfF0,124,0,0,2019-08-18 17:11:45,
903,alghazaly72,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,56,0,2439,2019-08-18 17:11:43,"Kota Manado, Sulawesi Utara"
904,tanalafauzan,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,182,0,1546,2019-08-18 17:11:20,
905,off_eats,"RT @pointer_ID: ""Puluhan Ribu Pelajar Dipulangkan Akibat Asap""

Serius.. emang sudah bener2 dipikirkan kalau ibukota mau dipindah ke Kalima…",187,0,257,2019-08-18 17:11:18,
906,TistaValdo,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,19,0,2439,2019-08-18 17:11:15,
907,bakuliwakhias99,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,67,0,2439,2019-08-18 17:11:13,"Depok, Jawa Barat"
908,Sitiroh42002326,"RT @do_ra_dong: 13. Pemerintah china akan back up full agenda pemindahan ibukota ke kalimantan 

Sebagai bagian putus tangan kekuatan penga…",214,0,138,2019-08-18 17:10:42,"Gresik, Indonesia"
909,radaraktual,"Bukit Soeharto Tak Masuk Daftar Kandidat Ibukota, Ini Alasannya https://t.co/VV0RpTeZBJ https://t.co/Y6NVGhpR6V",57,0,0,2019-08-18 17:10:22,
910,chiefatimah,"RT @kulitbumi: dialog (img) Jokowi dg Bambang Brodjonegoro 
B: Jok, kite buat proyek yuk
J: buat apa? 
B: buat sangu pensiun
J: terus proye…",507,0,14,2019-08-18 17:10:09,Indonesia
911,Freddy_Lampard8,@rockygerung Ibukota pindah bukan kali ini aja kali... Lgpla negara lain bisa..knp kalimantan... Karena dekat denga… https://t.co/0N6M4Bw6jy,168,0,0,2019-08-18 17:09:57,Indonesia
912,iyogs,dan video ini gaada sangkut pautnya sama pindahnya ibukota ke kalimantan.,434,0,0,2019-08-18 17:09:55,"Yogyakarta, Indonesia"
913,Koran_Kaltara,Efek Pemindahan Ibukota Negara bagi Kaltara https://t.co/UinShMQcOW,16,0,1,2019-08-18 17:09:31,"Tanjung Selor, Bulungan, Kalimantan Utara"
914,amailtwit,"@elisa_jkt Saat masih Gubernur, ternyata Pak Jo sudah ngebet pindah ibukota.
Awalnya rencana di pulau reklamasi.
Be… https://t.co/nRDd1kmugr",201,0,0,2019-08-18 17:09:23,Jakarta
915,B3nn4y,"RT @do_ra_dong: Kami sudahi informasi terkait hasil diskusi lingkaran survey kalibata terkait rencana pemindahan ibukota 

Ada udang dibali…",2265,0,193,2019-08-18 17:09:20,
916,PutriMellanda,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",80,0,166,2019-08-18 17:09:09,"Palembang, South Sumatra"
917,chiefatimah,"Belom siap aja disebut orang kampung, kerna gue sendiri aja wong ndeso sing golek duit ndek ibukota jakarta 

#BatalkanPindahIbuKota",507,0,0,2019-08-18 17:08:53,Indonesia
918,Acilass_,@qwenlop Dian sastro batalkan pindah memek ibukota,489,0,0,2019-08-18 17:08:49,"Jakarta Utara, DKI Jakarta"
919,B3nn4y,"RT @do_ra_dong: 13. Pemerintah china akan back up full agenda pemindahan ibukota ke kalimantan 

Sebagai bagian putus tangan kekuatan penga…",2265,0,138,2019-08-18 17:08:37,
920,B3nn4y,RT @do_ra_dong: 12. Maka kami katakan rencana pemindahan ibukota ke kalimantan adalah rencana agenda proxy china untuk periode kedua jokowi…,2265,0,146,2019-08-18 17:08:32,
921,heyinyanggg,"RT @ikanatassa: komponen dasar pengeluaran hidup di ibukota utk anak perantauan itu: kos, makan, transport, hp, shopping, pergaulan. 

jgn…",23,0,94,2019-08-18 17:08:31,Jakarta Capital Region
922,nandafitsu,"Maaf tapi bagi saya, pemindahan ibukota hanya buang-buang anggaran. Kalau soal pembangunan merata, biarlah anggaran… https://t.co/MoYHFeSzr4",372,0,4,2019-08-18 17:08:20,jakarta
923,fadiyahfrh,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",19,0,166,2019-08-18 17:08:16,
924,lisztoked,Lol pindah ibukota tuh nggak biner jd kalo lu idealis blg pindah ikn itu akan kasih efek yg sepenuh nya positif ya… https://t.co/QjfzMNCpaf,509,0,0,2019-08-18 17:08:06,"Jakarta Capital Region, Indonesia"
925,B3nn4y,RT @do_ra_dong: 9. Agenda besar yang dimiliki soekarno terkait kajian dan rencana ganyang malaysia dipakai dalam bentuk dimensi berbeda ter…,2265,0,124,2019-08-18 17:07:11,
926,AnaFaizalArif,@MotivateProvoke @MotivateProvoke eh presiden malah egois banget. Di bantu ngerubah pola rakyat oleh pak Anies ini… https://t.co/6H7Xa3n4zd,153,1,0,2019-08-18 17:07:01,"Surabaya , Jawa Timur"
927,B3nn4y,"RT @do_ra_dong: 8. Berdasarkan info terbatas

Ada aksi reaksi serta ada back up besar beijing dibalik rencana pemindahan ibukota kekalimant…",2265,0,179,2019-08-18 17:06:53,
928,EmEm433,"Pindah Ibukota gak urgen, hutang yg urgen #BatalkanPindahIbuKota #BisaNgurusNegaraGakSih #HUTRI74 #RI74 #Jakarta https://t.co/GxWfRv1SJU",179,1,1,2019-08-18 17:06:43,❤ NKRI - Indonesia ✌
929,shecalmisme,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,270,0,2439,2019-08-18 17:06:42,Indonesia
930,Aquaman34577500,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,208,0,1546,2019-08-18 17:06:42,
931,B3nn4y,"RT @do_ra_dong: 7. Ada agenda ""menunggangi"" dibalik rencana pemindahan ibukota dari Jakarta ke Kalimantan

Memanfaatkan studi dan kajian pr…",2265,0,125,2019-08-18 17:06:38,
932,satrio_arif,RT @elisa_jkt: Saran: sebaiknya @BappenasRI @KemenPU hingga Presiden @jokowi tidak belajar dan tidak berkaca dari yang pindahkan ibukota (d…,4,0,46,2019-08-18 17:06:31,
933,B3nn4y,"RT @do_ra_dong: 5. Banyak pihak yang menyebut, rencana pemindahan ibukota oleh Jokowi adalah rencana sekedar agenda taipan ataupun bagi-bag…",2265,0,139,2019-08-18 17:06:29,
934,B3nn4y,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",2265,0,540,2019-08-18 17:06:13,
935,windawnd,Kementerian Investasi apa kabar nih? Gak dipindah ke ibukota baru dong yaaa???,283,0,0,2019-08-18 17:05:47,In your head
936,Seluler6,"Idih pada makek HT #BatalkanPindahIbuKota , mau ibukota pindah kek mau kaga elu masih tetep jomblo bgsd.",25,7,0,2019-08-18 17:05:40,
937,Muldani77,Ok gua sebagai anak kaltim belajar dulu sebagai anak ibukota...... https://t.co/40lkMLHV8p,35,1,0,2019-08-18 17:05:30,"Yogyakarta, Indonesia"
938,MotivateProvoke,"@KingAnwar17 Proyek atau tidak proyek, ibukota tetap harus dipindah. Faktanya Jakarta sudah tidak sehat untuk tetap menjadi ibukota. 🙂",1885,4,1,2019-08-18 17:05:29,Indonesia
939,annabarle,RT @corbuzier: Ada yg nanya sama gw... Kalo ibukota gak di Jakarta lagi.. Om Ded jadi org kampung dong ya... GUE JAWAB APA COBA.. 🤣🤣😂,263,0,78,2019-08-18 17:05:27,"Yogyakarta, Indonesia"
940,ginaasripratiwi,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",931,0,166,2019-08-18 17:05:26,
941,Dedy_solin,"RT @AjiDeddy: Blunder nya banyak kali

Wanita ad permen. Ni rang feminisme bisa ngamuk gender 
Lalatnya kok gak bergamis njing
Trus pa hubu…",1229,0,1,2019-08-18 17:04:18,Medan Indonesia
942,apanihunamenya,@karizafira Ibukota jakarta kan 🙃,20,0,0,2019-08-18 17:04:04,Indonesia
943,purnamaadin,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",3,0,166,2019-08-18 17:04:04,
944,Rido_Lizze,"RT @dr_koko28: Ibukota kita gak usah pindah. Cukup ke Bogor.

Itu juga gak perlu lahan baru. Pake aja sepetak lahan di Istana. Bangun gedun…",773,0,196,2019-08-18 17:03:41,"Istanbul,Turki"
945,amailtwit,"@elisa_jkt Kilas balik..
Rencana pindah ibukota bermula dari jaman SBY. Tapi itupun penuh pertimbangan. Tidak harus… https://t.co/f0tHkxXGQu",201,0,0,2019-08-18 17:03:31,Jakarta
946,AnaFaizalArif,@MotivateProvoke @MotivateProvoke inti nya semua Presidennya pada gagal mengurus Ibukota apalagi yang skrg. Pindah… https://t.co/BFCpwP60rb,153,0,0,2019-08-18 17:03:21,"Surabaya , Jawa Timur"
947,ViantAlexa2,"RT @dr_koko28: Ibukota kita gak usah pindah. Cukup ke Bogor.

Itu juga gak perlu lahan baru. Pake aja sepetak lahan di Istana. Bangun gedun…",1221,0,196,2019-08-18 17:03:13,Jember Jawa Timur Indonesia
948,Wonganyar71,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",1370,0,540,2019-08-18 17:02:20,"Kediri, Jawa Timur"
949,gowestmor,RT @gowestmor: @Aryprasetyo85 @FaGtng @My_LoveNebe @AlvinoLulu @7intaPutih Xixixix emang siapa yang mau ngajak warga Jakarta ikut pindah ke…,1184,0,1,2019-08-18 17:01:51,Indonesia
950,Wonganyar71,"RT @do_ra_dong: 5. Banyak pihak yang menyebut, rencana pemindahan ibukota oleh Jokowi adalah rencana sekedar agenda taipan ataupun bagi-bag…",1370,0,139,2019-08-18 17:01:36,"Kediri, Jawa Timur"
951,ducati2002_ID,"RT @do_ra_dong: Kami sudahi informasi terkait hasil diskusi lingkaran survey kalibata terkait rencana pemindahan ibukota 

Ada udang dibali…",2399,0,193,2019-08-18 17:01:27,Jakarta
952,denis_deha,"Ada Kandungan Batu Bara, Bukit Soeharto Gugur dari Nominasi Ibukota Negara https://t.co/BTHiKm2Ujn via @Florespos.id",86,0,0,2019-08-18 17:01:21,DKI Jakarta
953,Wonganyar71,"RT @do_ra_dong: 7. Ada agenda ""menunggangi"" dibalik rencana pemindahan ibukota dari Jakarta ke Kalimantan

Memanfaatkan studi dan kajian pr…",1370,0,125,2019-08-18 17:01:17,"Kediri, Jawa Timur"
954,BudiTurmudzi,"RT @fadlizon: Fadli Zon: Dari pada Kalimantan, Lebih Baik Jonggol Jadi Ibukota Negara https://t.co/CfNEI0fcJv via @radarbogorID",130,0,6,2019-08-18 17:01:12,
955,MonkeyD68239989,"Pernah denger ceramahnya Ust.Alfian Tanjung..PKI menginginkan ibukota pindah ke daerah kalimantan.
#BatalkanPindahIbuKota",7,0,0,2019-08-18 17:01:10,Indonesia
956,Wonganyar71,"RT @do_ra_dong: 8. Berdasarkan info terbatas

Ada aksi reaksi serta ada back up besar beijing dibalik rencana pemindahan ibukota kekalimant…",1370,0,179,2019-08-18 17:01:09,"Kediri, Jawa Timur"
957,Wonganyar71,RT @do_ra_dong: 9. Agenda besar yang dimiliki soekarno terkait kajian dan rencana ganyang malaysia dipakai dalam bentuk dimensi berbeda ter…,1370,0,124,2019-08-18 17:00:57,"Kediri, Jawa Timur"
958,ViantAlexa2,"RT @Yasmine_____99: https://t.co/ktnjRUBRwX
--
Mas @prabowo : Minta Pemindahan ibukota Diteliti Lagi.
Bang @sandiuno : Minta Ingin Konsep B…",1221,0,57,2019-08-18 17:00:54,Jember Jawa Timur Indonesia
959,LArekkene,"Se tau saya tempat ibukota itu di pindah di daera kalteng kota palangkaraya,, kalimatan itu besar.,, Kalok saya sii… https://t.co/HNYLpRSVUT",1,0,0,2019-08-18 17:00:45,"Kota Mojokerto, Jawa Timur"
960,Mobil_Legen,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,41,0,1546,2019-08-18 17:00:43,
961,KingAnwar17,@MotivateProvoke Di Jawa dan Sumatera ada program jalan tol. Di Papua jalan trans Papua. Lalu di Kalimantan jualann… https://t.co/Hc7LjOg5R2,0,0,0,2019-08-18 17:00:31,
962,aljasasah,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,48,0,1546,2019-08-18 17:00:30,Arround Your Mind
963,DimasAjja13,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,3,0,1546,2019-08-18 17:00:28,"Sukarame, Indonesia"
964,Wonganyar71,RT @do_ra_dong: 12. Maka kami katakan rencana pemindahan ibukota ke kalimantan adalah rencana agenda proxy china untuk periode kedua jokowi…,1370,0,146,2019-08-18 17:00:15,"Kediri, Jawa Timur"
965,nopriadijuntak,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,531,0,1546,2019-08-18 17:00:06,Jakarta
966,Wonganyar71,"RT @do_ra_dong: 13. Pemerintah china akan back up full agenda pemindahan ibukota ke kalimantan 

Sebagai bagian putus tangan kekuatan penga…",1370,0,138,2019-08-18 17:00:05,"Kediri, Jawa Timur"
967,Wonganyar71,"RT @do_ra_dong: Kami sudahi informasi terkait hasil diskusi lingkaran survey kalibata terkait rencana pemindahan ibukota 

Ada udang dibali…",1370,0,193,2019-08-18 16:59:32,"Kediri, Jawa Timur"
968,Fatkhurrizqi29,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,24,0,1546,2019-08-18 16:59:12,"DKI Jakarta, Indonesia"
969,mukhrosridho,"Kenapa sih pada nolak ibukota pindah ? Takut gak dapat jatah oksigen kalo hutan dibabat ?

Lah apa bedanya kalian k… https://t.co/eD5sso9MaI",48,0,0,2019-08-18 16:59:00,Indonesia
970,rinanda_a,RT @emilsalim2010: Presiden Jokowi minta izin DPR pindah ibukota Negara. Sebaiknya DPR buka kesempatan bagi publik umum mempersoalkan: apa…,541,0,2439,2019-08-18 16:58:17,
971,asepardhan2,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",954,0,540,2019-08-18 16:58:05,
972,dearkirito,Gua optimis Kalimantan —at least tempat gua bagian tengah— pembangunannya bisa jauh lebih maju dan berkembang kalo… https://t.co/80tuasUXef,1103,0,0,2019-08-18 16:58:04,Negeri Para Bedebah
973,funfzhen_,"Cerita kocak hari ini

Kkn : nah jadi adique2 kita coba lngsg ke soal aja ya.. ni masih contoh oke,, 
Adique2 : yaa… https://t.co/PZtyV6XwT6",36,0,0,2019-08-18 16:57:26,221B Baker Street
974,banggenn,"alasan terlogis mendukung ibukota baru?

A. biar nisa minta ditraktir kawan yg kerja di pengembang, kerja sbg arsit… https://t.co/REl6WfXCvX",1158,0,0,2019-08-18 16:57:10,indonesia
975,_doncorleone78_,"@deha_alamri @Zumpio Seperti yg saya bilang sblmnya ini ""proyek"" adu domba dan terkesan ada pembiaran umat di adu m… https://t.co/GgSI8Rk1Kx",6130,1,0,2019-08-18 16:56:54,"Corleone, Sicilia"
976,ZamzamiHaykal,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,481,0,1546,2019-08-18 16:56:25,
977,AyuAyaros,"RT @kokomsukardi: Kalimantan itu banyak hutan, hutan adalah paru2 bumi. Boleh sih ibukota pindah, asal gedungnya dirumah pohon dan jgn mene…",778,0,2,2019-08-18 16:56:10,"Jambi, Indonesia"
978,__chapung,"gapapa ibukota &amp; pemerintahan pindah

biar kalo pada mau demo otw jauh dulu sana ke kalimantan

hiyahiyahiya",1376,1,0,2019-08-18 16:56:04,
979,RajiwanPanji,"RT @do_ra_dong: Dalam diskusi terbatas lingkaran survey kalibata, ada beberapa poin penting dan informasi terkait rencana pemindahan ibukot…",6,0,540,2019-08-18 16:55:54,Jawa Tengah
980,Lord_Sakto,"RT @dr_koko28: Ibukota kita gak usah pindah. Cukup ke Bogor.

Itu juga gak perlu lahan baru. Pake aja sepetak lahan di Istana. Bangun gedun…",2604,0,196,2019-08-18 16:55:36,Majestic
981,DediIndrabayu,"RT @dr_koko28: Ibukota kita gak usah pindah. Cukup ke Bogor.

Itu juga gak perlu lahan baru. Pake aja sepetak lahan di Istana. Bangun gedun…",1665,0,196,2019-08-18 16:55:33,
982,AldiansyahBregi,@askmenfess Memek kyla batal pindahkan ibukota https://t.co/22tp2CN9AS,10,3,0,2019-08-18 16:55:32,"Karo, Sumatera Utara"
983,HilihQintils,"RT @MotivateProvoke: Mengapa Ibukota Harus Pindah?

Disini kita kupas beberapa alasan mengapa ibukota harus pindah?

Setelah melihat bebera…",140,0,166,2019-08-18 16:55:22,
984,Rifiaaachya,"RT @Kolak_VI: Yg berbahaya itu sebenarnya One Belt, One Road...

Udah pada lupa yaaa!?
Sudah ditEken bro, ibukota siap dipindah

Harusnya k…",469,0,51,2019-08-18 16:55:14,Banjarmasin
985,Diastii28,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,6,0,1546,2019-08-18 16:55:09,
986,firmancell86,RT @do_ra_dong: 9. Agenda besar yang dimiliki soekarno terkait kajian dan rencana ganyang malaysia dipakai dalam bentuk dimensi berbeda ter…,23062,0,124,2019-08-18 16:54:53,Indonesia
987,firmancell86,RT @do_ra_dong: 12. Maka kami katakan rencana pemindahan ibukota ke kalimantan adalah rencana agenda proxy china untuk periode kedua jokowi…,23062,0,146,2019-08-18 16:54:40,Indonesia
988,kiekiedisorder,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,549,0,1546,2019-08-18 16:54:37,Jakarta paling barat kp.rawa 2
989,AJudakusumah,"RT @fadlizon: Jokowi Pindahkan Ibukota Ke Kalimantan, Fadli Zon: Duitnya Dari Mana? via @kbharianaceh https://t.co/4ocMnxpk4C",83,0,60,2019-08-18 16:54:20,
990,Rido_Lizze,RT @rockygerung: Buat apa ibukota baru? Memerintah bisa dari smartphone. Kredit HP baru aja cukup.,773,0,1546,2019-08-18 16:54:04,"Istanbul,Turki"
991,BhaktiSamudera,"@korantempo Semua atribut ibukota akan dicopot dari Jakarta. Boleh tetap digunakan, itu juga kalau suka yang bekas… https://t.co/eOBeFntYpW",12,0,0,2019-08-18 16:53:45,"Depok, Jawa Barat"
